Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,54.450001,54.450001,54.450001,54.450001,52.253620,0
2018-01-03,54.660000,54.660000,54.660000,54.660000,52.455151,0
2018-01-04,55.040001,55.040001,55.040001,55.040001,52.819824,0
2018-01-05,55.389999,55.389999,55.389999,55.389999,53.155704,0
2018-01-08,55.709999,55.709999,55.709999,55.709999,53.462795,0
2018-01-09,55.849998,55.849998,55.849998,55.849998,53.597149,0
2018-01-10,55.730000,55.730000,55.730000,55.730000,53.481991,0
2018-01-11,55.669998,55.669998,55.669998,55.669998,53.424408,0
2018-01-12,55.520000,55.520000,55.520000,55.520000,53.280460,0
2018-01-15,55.470001,55.470001,55.470001,55.470001,53.232475,0
2018-01-16,55.560001,55.560001,55.560001,55.560001,53.318851,0
2018-01-17,55.410000,55.410000,55.410000,55.410000,53.174896,0
2018-01-18,55.650002,55.650002,55.650002,55.650002,53.405216,0
2018-01-19,55.619999,55.619999,55.619999,55.619999,53.376427,0
2018-01-22,55.770000,55.770000,55.770000,55.770000,53.520374,0
2018-01-23,56.000000,56.000000,56.000000,56.000000,53.741100,0
2018-01-24,55.779999,55.779999,55.779999,55.779999,53.529972,0
2018-01-25,55.500000,55.500000,55.500000,55.500000,53.261269,0
2018-01-26,55.330002,55.330002,55.330002,55.330002,53.098125,0
2018-01-29,55.669998,55.669998,55.669998,55.669998,53.424408,0
2018-01-30,55.310001,55.310001,55.310001,55.310001,53.078934,0
2018-01-31,54.950001,54.950001,54.950001,54.950001,52.733456,0
2018-02-01,54.919998,54.919998,54.919998,54.919998,52.704662,0
2018-02-02,54.529999,54.529999,54.529999,54.529999,52.330395,0
2018-02-05,53.770000,53.770000,53.770000,53.770000,51.601055,0
2018-02-06,52.470001,52.470001,52.470001,52.470001,50.353493,0
2018-02-07,52.689999,52.689999,52.689999,52.689999,50.564617,0
2018-02-08,52.820000,52.820000,52.820000,52.820000,50.689373,0
2018-02-09,51.830002,51.830002,51.830002,51.830002,49.739307,0
2018-02-12,52.259998,52.259998,52.259998,52.259998,50.151958,0
2018-02-13,52.369999,52.369999,52.369999,52.369999,50.257523,0
2018-02-14,52.349998,52.349998,52.349998,52.349998,50.238331,0
2018-02-15,52.810001,52.810001,52.810001,52.810001,50.679779,0
2018-02-16,53.049999,53.049999,53.049999,53.049999,50.910095,0
2018-02-19,53.369999,53.369999,53.369999,53.369999,51.217182,0
2018-02-20,53.259998,53.259998,53.259998,53.259998,51.111622,0
2018-02-21,53.220001,53.220001,53.220001,53.220001,51.073238,0
2018-02-22,53.160000,53.160000,53.160000,53.160000,51.015659,0
2018-02-23,53.169998,53.169998,53.169998,53.169998,51.025253,0
2018-02-26,53.750000,53.750000,53.750000,53.750000,51.581860,0
2018-02-27,53.990002,53.990002,53.990002,53.990002,51.812180,0
2018-02-28,53.799999,53.799999,53.799999,53.799999,51.629841,0
2018-03-01,53.360001,53.360001,53.360001,53.360001,51.207592,0
2018-03-02,52.669998,52.669998,52.669998,52.669998,50.545422,0
2018-03-05,52.630001,52.630001,52.630001,52.630001,50.507034,0
2018-03-06,53.040001,53.040001,53.040001,53.040001,50.900501,0
2018-03-07,52.830002,52.830002,52.830002,52.830002,50.698967,0
2018-03-08,53.009998,53.009998,53.009998,53.009998,50.871704,0
2018-03-09,53.330002,53.330002,53.330002,53.330002,51.178802,0
2018-03-12,53.830002,53.830002,53.830002,53.830002,51.658634,0
2018-03-13,53.730000,53.730000,53.730000,53.730000,51.562660,0
2018-03-14,53.480000,53.480000,53.480000,53.480000,51.322750,0
2018-03-15,53.330002,53.330002,53.330002,53.330002,51.178802,0
2018-03-16,53.470001,53.470001,53.470001,53.470001,51.313156,0
